"Item ID","Item Name","Item Description","Item Usage","Item Icon"
"furni_dropS001_theLittleMermaid_01","饰牌《泡沫》","不知从哪里搜集来的饰牌。失去一切。","能够用来装扮宿舍，提高宿舍的氛围","furni_dropS001_theLittleMermaid_01"
"furni_dropS001_cinderella_01","饰牌《幻象》","不知从哪里搜集来的饰牌。钟声响起。","能够用来装扮宿舍，提高宿舍的氛围","furni_dropS001_cinderella_01"
"furni_dropS001_theHonestWoodcutter_01","饰牌《斧子》","不知从哪里搜集来的饰牌。沉入水底。","能够用来装扮宿舍，提高宿舍的氛围","furni_dropS001_theHonestWoodcutter_01"
"furni_dropS001_snowWhite_01","饰牌《美人》","不知从哪里搜集来的饰牌。镜中光影。","能够用来装扮宿舍，提高宿舍的氛围","furni_dropS001_snowWhite_01"
"furni_dropS001_matchGirl_01","饰牌《幻梦》","不知从哪里搜集来的饰牌。火苗摇曳。","能够用来装扮宿舍，提高宿舍的氛围","furni_dropS001_matchGirl_01"
"furni_dropS001_hanselAndGretel_01","饰牌《食物》","不知从哪里搜集来的饰牌。戏剧回环。","能够用来装扮宿舍，提高宿舍的氛围","furni_dropS001_hanselAndGretel_01"
"furni_dropS001_sleepingBeauty_01","饰牌《魔咒》","不知从哪里搜集来的饰牌。命中注定。","能够用来装扮宿舍，提高宿舍的氛围","furni_dropS001_sleepingBeauty_01"
"furni_dropS001_peterPan_01","饰牌《童年》","不知从哪里搜集来的饰牌。永不复返。","能够用来装扮宿舍，提高宿舍的氛围","furni_dropS001_peterPan_01"
"furni_dropS001_theTallowCandle_01","饰牌《光芒》","不知从哪里搜集来的饰牌。不问归宿。","能够用来装扮宿舍，提高宿舍的氛围","furni_dropS001_theTallowCandle_01"
"furni_dropS001_theUglyDuckling_01","饰牌《破壳》","不知从哪里搜集来的饰牌。自始至终。","能够用来装扮宿舍，提高宿舍的氛围","furni_dropS001_theUglyDuckling_01"
"furni_dropS001_theFrogPrince_01","饰牌《诺言》","不知从哪里搜集来的饰牌。如同谜底。","能够用来装扮宿舍，提高宿舍的氛围","furni_dropS001_theFrogPrince_01"
"furni_dropS001_piedPiper_01","饰牌《酬劳》","不知从哪里搜集来的饰牌。予之取之。","能够用来装扮宿舍，提高宿舍的氛围","furni_dropS001_piedPiper_01"
"furni_dropS001_trinity_01","饰牌《独一》","不知从哪里搜集来的饰牌。三而存有。","能够用来装扮宿舍，提高宿舍的氛围","furni_dropS001_trinity_01"
"furni_dropS002_abbeyRoad_01","饰牌《日落》","“时间和传奇一同流逝，旋律却依旧徘徊在城市，默默抚慰着所有失意的人。”","能够用来装扮宿舍，提高宿舍的氛围","furni_dropS002_abbeyRoad_01"
"furni_taptap_arcadegame_01","taptap街机","一家公司赠与罗德岛的投币式游戏机。这台游戏机所能承载的游戏数量可能是无限的。","能够用来装扮宿舍，提高宿舍的氛围","furni_taptap_arcadegame_01"
"furni_bilibili_carpet_01","bilibili地毯","织有可爱吉祥物的地毯。手感绵软又细腻，令人产生了在地毯上打滚的冲动，但制造商其实并不经营地毯织造业。","能够用来装扮宿舍，提高宿舍的氛围","furni_bilibili_carpet_01"
"furni_event_lazyPillow_01","懒人沙发兔","很大很大的兔兔，很软，很可爱，很舒服。","能够用来装扮宿舍，提高宿舍的氛围","furni_event_lazyPillow_01"
"furni_team001_blackSteel_target_01","雷蛇专用训练靶","雷蛇训练时惯用的靶子。靶子上的照片来自一个经常捉弄她的人。","能够用来装扮宿舍，提高宿舍的氛围","furni_team001_blackSteel_target_01"
"furni_team001_followers_ceilingLight_01","萨卡兹制柔光吊灯","闪灵亲自设计的吊灯。光芒的漫溢与灯具的形制并无关系。","能够用来装扮宿舍，提高宿舍的氛围","furni_team001_followers_ceilingLight_01"
"furni_team001_ursus_baseballStand_01","自治团球棒架","乌萨斯学生自治团的球棒架。偶尔大家会聚在一起打棒球。","能够用来装扮宿舍，提高宿舍的氛围","furni_team001_ursus_baseballStand_01"
"furni_team001_opdaA1_coatRack_01","宿舍用枝型衣帽架","行动预备组A1小队干员们挂置衣物的架子。结束任务之后，归家的轻松感。","能够用来装扮宿舍，提高宿舍的氛围","furni_team001_opdaA1_coatRack_01"
"furni_team001_opdaA4_coatRack_01","宿舍用环形衣帽架","行动预备组A4小队干员们挂置衣物的架子。室内的温度还是比较高的。","能够用来装扮宿舍，提高宿舍的氛围","furni_team001_opdaA4_coatRack_01"
"furni_team001_kjerag_fireplaceTool_01","喀兰地区壁炉工具套装","谢拉格人常用的壁炉套件。这个冬天会十分温暖。","能够用来装扮宿舍，提高宿舍的氛围","furni_team001_kjerag_fireplaceTool_01"
"furni_team001_penguin_frame_01","皇帝™的相框","皇帝的相框。嘿，发生什么事了，兄弟？","能够用来装扮宿舍，提高宿舍的氛围","furni_team001_penguin_frame_01"
"furni_team001_rhine_cultivationPool_01","实验生物生态缸","内里保存着未知生物的生态缸。与已知的生物有相似之处。","能够用来装扮宿舍，提高宿舍的氛围","furni_team001_rhine_cultivationPool_01"
"furni_team001_lungmen_diningCar_01","龙门早茶推车","龙门常见的早茶推车。近卫局各位普遍喜爱着的龙门特色餐饮。","能够用来装扮宿舍，提高宿舍的氛围","furni_team001_lungmen_diningCar_01"
"furni_team001_victoria_graffiti_01","格拉斯哥帮喷漆","格拉斯哥帮的喷漆标志。曾经遍布伦蒂尼姆的大街小巷。","能够用来装扮宿舍，提高宿舍的氛围","furni_team001_victoria_graffiti_01"
"furni_single001_conicalCeilingLight_01","闭叶吊灯","造型独特的吊灯。并不影响照明功能。","能够用来装扮宿舍，提高宿舍的氛围","furni_single001_conicalCeilingLight_01"
"furni_single001_shelf_01","拼装跃格置物架","拼装的置物架。结构略微有些复杂。","能够用来装扮宿舍，提高宿舍的氛围","furni_single001_shelf_01"
"furni_single001_mahjongTable_01","黑色麻将桌","黑色的麻将桌。据说早年的麻将是用奇怪的植物制作的。","能够用来装扮宿舍，提高宿舍的氛围","furni_single001_mahjongTable_01"
"furni_single001_mahjongChair_L_01","棕皮麻将椅（左）","棕色坐垫的麻将椅。杠。","能够用来装扮宿舍，提高宿舍的氛围","furni_single001_mahjongChair_L_01"
"furni_single001_mahjongChair_R_01","棕皮麻将椅（右）","棕色坐垫的麻将椅。碰。","能够用来装扮宿舍，提高宿舍的氛围","furni_single001_mahjongChair_R_01"
"furni_single001_boardGameTable_01","白色桌游矮桌","干员们用以游玩桌游的桌子。今晚也要填写新的人物卡。","能够用来装扮宿舍，提高宿舍的氛围","furni_single001_boardGameTable_01"
"furni_single001_catClimbingFrame_01","小型游乐架","连干员也可以使用的游乐设施。特别受某些干员欢迎。","能够用来装扮宿舍，提高宿舍的氛围","furni_single001_catClimbingFrame_01"
"furni_single001_layerStack_01","叠叠高™","干员们偶尔会用以娱乐的玩具。倒塌的瞬间很壮观。过去的游玩过程中曝出了很多干员的秘密。","能够用来装扮宿舍，提高宿舍的氛围","furni_single001_layerStack_01"
"furni_single001_newspaperStool_01","手工报纸凳","一位用纸造房子的著名建筑师的衍生作品。让人不敢相信用纸做的凳子，真的可以坐。","能够用来装扮宿舍，提高宿舍的氛围","furni_single001_newspaperStool_01"
"furni_single001_printer_01","简易打印机","结构简单的打印机，可以打印文件。","能够用来装扮宿舍，提高宿舍的氛围","furni_single001_printer_01"
"furni_single001_vendingMachine_01","冷藏售货机","出售各类冷藏食品的售货机。哪怕是冬天也是这个温度。","能够用来装扮宿舍，提高宿舍的氛围","furni_single001_vendingMachine_01"
"furni_single001_letterLight_0_01","字母灯0","壁灯。造型参考了代表开始的符号。","能够用来装扮宿舍，提高宿舍的氛围","furni_single001_letterLight_0_01"
"furni_single001_letterLight_1_01","字母灯1","壁灯。造型参考了代表生长的符号。","能够用来装扮宿舍，提高宿舍的氛围","furni_single001_letterLight_1_01"
"furni_dropN001_box_01","黑色物资箱","黑色的物资箱。其中的货物完好无损。","能够用来装扮宿舍，提高宿舍的氛围","furni_dropN001_box_01"
"furni_dropN001_box_02","白色物资箱","白色的物资箱。货物被外壳牢固的保护着。","能够用来装扮宿舍，提高宿舍的氛围","furni_dropN001_box_02"
"furni_dropN001_box_03","橄榄绿色物资箱","橄榄绿色的物资箱。会让人产生打开箱子的欲望。","能够用来装扮宿舍，提高宿舍的氛围","furni_dropN001_box_03"
"furni_dropN001_generator_01","绿色发电机","绿色的发电机。利用源石发电。","能够用来装扮宿舍，提高宿舍的氛围","furni_dropN001_generator_01"
"furni_dropN001_generator_02","橘色发电机","橘色的发电机。小型的发电设备。","能够用来装扮宿舍，提高宿舍的氛围","furni_dropN001_generator_02"
"furni_dropN001_generator_03","白色发电机","白色的发电机。停电的时候很有用。","能够用来装扮宿舍，提高宿舍的氛围","furni_dropN001_generator_03"
"furni_dropN001_sculptureColumn_01","接合立柱","造型诡谲的立柱。似乎依然在缓慢地变幻着形态。","能够用来装扮宿舍，提高宿舍的氛围","furni_dropN001_sculptureColumn_01"
"furni_dropN001_vineColumn_01","藤蔓立柱","被藤蔓缠绕的立柱。藤蔓没有节制的生长着。","能够用来装扮宿舍，提高宿舍的氛围","furni_dropN001_vineColumn_01"
